,target-0.5_stop-0.5,target-0.5_stop-1.0,target-0.5_stop-1.5,target-0.5_stop-2.0,target-0.5_stop-2.5,target-1.0_stop-0.5,target-1.0_stop-1.0,target-1.0_stop-1.5,target-1.0_stop-2.0,target-1.0_stop-2.5,target-1.5_stop-0.5,target-1.5_stop-1.0,target-1.5_stop-1.5,target-1.5_stop-2.0,target-1.5_stop-2.5,target-2.0_stop-0.5,target-2.0_stop-1.0,target-2.0_stop-1.5,target-2.0_stop-2.0,target-2.0_stop-2.5,target-2.5_stop-0.5,target-2.5_stop-1.0,target-2.5_stop-1.5,target-2.5_stop-2.0,target-2.5_stop-2.5
backtestResult.results.groupedByAll.profitInfo.profitMargin.summary.mean,-0.0009998465934848491,-0.0011005109191089765,-0.0011136163457455002,-0.0010983091460890157,-0.0010772556753271278,-0.0012249997590628545,-0.0013121386265631094,-0.001305555915306322,-0.001227991214381543,-0.0011845392673568772,-0.0012825758380375827,-0.001384436007426864,-0.0013989541172769575,-0.0013365845234776077,-0.0012701169972336994,-0.0013177033336345628,-0.0014177976671759034,-0.0014514840122312384,-0.001422897377255342,-0.0013391165283319446,-0.0013168937517890845,-0.0014043775154674919,-0.001472562597812705,-0.0014656689388673886,-0.0014119227884662692
backtestResult.results.groupedByAll.profitInfo.profitMargin.summary.min,-0.005064809672048848,-0.007230556271299554,-0.008872522631909598,-0.011600452334591714,-0.014328382037273832,-0.006706965636438895,-0.007928060787183267,-0.009750964950594635,-0.011600452334591714,-0.014328382037273832,-0.0081238449414679,-0.010018800156339531,-0.009958105550661065,-0.011600452334591714,-0.014328382037273832,-0.0081238449414679,-0.010018800156339531,-0.009958105550661065,-0.011600452334591714,-0.014328382037273832,-0.0081238449414679,-0.010018800156339531,-0.009958105550661065,-0.012441804557987865,-0.015090600309773125
backtestResult.results.groupedByAll.profitInfo.profitMargin.summary.firstQuartile,-0.0021113087449502067,-0.0028244835963493215,-0.0032463332085958018,-0.003459684046837764,-0.0032324725055988615,-0.002447705919067774,-0.003337621354829432,-0.004107632283723776,-0.004656473834225815,-0.005128694974047028,-0.0025222302057627266,-0.003470542773126484,-0.004357140449222684,-0.005115323626778159,-0.005722506813338712,-0.002553449446524089,-0.0035508269445489603,-0.0044946878085435705,-0.005341158458395697,-0.006108989692984489,-0.00256707672059961,-0.003596119334340942,-0.00458450411606374,-0.005501117546967636,-0.006367354449068353
backtestResult.results.groupedByAll.profitInfo.profitMargin.summary.median,-0.0015014128839231549,0,8.525392500731944e-05,0.00016665378980885493,0.00021623001439401865,-0.0019415697903473388,-0.0024205353196053315,-0.002406124070831442,0.0005735197969354783,0.0009102926555975339,-0.0020281695429922317,-0.002664362577612692,-0.0031087675303241784,-0.0032461669779380057,-0.002305742252777722,-0.0020725058541817857,-0.0027995430864748184,-0.0033501652215912415,-0.0037576947669519145,-0.0038920454918082658,-0.0020931728939701244,-0.0028598957366173126,-0.0035172380530634362,-0.00402646656220299,-0.0043399316498506525
backtestResult.results.groupedByAll.profitInfo.profitMargin.summary.thirdQuartile,0.0002194693399080831,0.000407950993745202,0.0005044752498371426,0.000580678815851822,0.0006236332478306164,-0.0004782039232081724,0.0012553374081645504,0.0016290737557066908,0.0018822792923561553,0.002012604380061653,-0.001439322239129114,0.0016432965749697943,0.002542607871863516,0.003013947652891228,0.003312722329882307,-0.0015763870665563397,-0.001711903218125084,0.0031095239468992854,0.003895538616856552,0.0043674484480911695,-0.001628914915026933,-0.0019783728764470117,6.877461802595606e-05,0.004499785806254734,0.00520798886489782
backtestResult.results.groupedByAll.profitInfo.profitMargin.summary.max,0.009539173106950677,0.009539173106950677,0.009539173106950677,0.009539173106950677,0.009539173106950677,0.012656727430543848,0.012656727430543848,0.012656727430543848,0.012656727430543848,0.012656727430543848,0.01577428175413664,0.01577428175413664,0.01577428175413664,0.01577428175413664,0.01577428175413664,0.014504365420892052,0.014504365420892052,0.014504365420892052,0.017064036095617095,0.017064036095617095,0.014697456774944044,0.018196230205411515,0.018196230205411515,0.018196230205411515,0.018196230205411515
backtestResult.results.groupedByAll.profitInfo.profitMargin.summary.range,0.014603982778999526,0.01676972937825023,0.018411695738860277,0.02113962544154239,0.02386755514422451,0.019363693066982744,0.020584788217727114,0.022407692381138482,0.024257179765135563,0.02698510946781768,0.023898126695604538,0.02579308191047617,0.025732387304797703,0.027374734088728356,0.030102663791410474,0.02262821036235995,0.02452316557723158,0.024462470971553116,0.028664488430208808,0.031392418132890926,0.022821301716411946,0.028215030361751048,0.028154335756072582,0.03063803476339938,0.03328683051518464
backtestResult.results.groupedByAll.profitInfo.profitMargin.summary.stdDev,0.0014045928075453282,0.0018978183328739278,0.0023071595498219666,0.0026440629505979966,0.0029324434958396674,0.0019682399310909943,0.0026412457304123044,0.003207029386548185,0.0036822540180717666,0.0040850157768835705,0.002346257021830414,0.003167136644903807,0.0038598921539897296,0.004476555713304573,0.004987678009468293,0.002648005664946224,0.0036103000326487096,0.004410987073372594,0.005135977358041369,0.00575760628724583,0.002926318169855886,0.0040206079407467754,0.00489529932924256,0.005701928411875273,0.006407755566359705
backtestResult.results.groupedByAll.profitInfo.profitMargin.negativeCount,3137,2523,2076,1772,1545,3617,3041,2588,2226,1960,3948,3472,3068,2732,2456,4150,3744,3386,3084,2808,4259,3905,3600,3323,3066
backtestResult.results.groupedByAll.profitInfo.profitMargin.positiveCount,1663,2277,2724,3028,3255,1183,1759,2212,2574,2840,852,1328,1732,2068,2344,650,1056,1414,1716,1992,541,895,1200,1477,1734
backtestResult.results.groupedByAll.profitInfo.profitMargin.negativeProportion,0.6535416666666667,0.525625,0.4325,0.36916666666666664,0.321875,0.7535416666666667,0.6335416666666667,0.5391666666666667,0.46375,0.4083333333333333,0.8225,0.7233333333333334,0.6391666666666667,0.5691666666666667,0.5116666666666667,0.8645833333333334,0.78,0.7054166666666667,0.6425,0.585,0.8872916666666667,0.8135416666666667,0.75,0.6922916666666666,0.63875
backtestResult.results.groupedByAll.profitInfo.profitMargin.positiveProportion,0.3464583333333333,0.474375,0.5675,0.6308333333333334,0.678125,0.24645833333333333,0.36645833333333333,0.4608333333333333,0.53625,0.5916666666666667,0.1775,0.27666666666666667,0.36083333333333334,0.43083333333333335,0.48833333333333334,0.13541666666666666,0.22,0.2945833333333333,0.3575,0.415,0.11270833333333333,0.18645833333333334,0.25,0.3077083333333333,0.36125
backtestResult.results.groupedByAll.profitInfo.profitMargin.negativeProportionCI_95.lowerLimit,0.639884664217631,0.5113847780227663,0.4184267234802246,0.3554924710591634,0.30866818428039555,0.7410920627911886,0.6197322448094686,0.5249380175272624,0.4495656299591064,0.39438597361246747,0.8113897991180421,0.7104391352335613,0.6253906822204589,0.555014794667562,0.4974142328898112,0.8545801242192587,0.7680059051513671,0.6922928984959918,0.6287502098083494,0.5709096908569335,0.8780072999000551,0.8022297183672586,0.7374944686889648,0.6790159471829732,0.6249732494354249
backtestResult.results.groupedByAll.profitInfo.profitMargin.negativeProportionCI_95.upperLimit,0.667009113629659,0.5398375749588014,0.4466537284851074,0.38300368626912434,0.33530329465866093,0.7656773026784263,0.6471938276290894,0.5533462079366047,0.47798350334167483,0.42239462534586597,0.8332172775268556,0.7359516906738282,0.6527689425150554,0.5832317288716635,0.5259025192260744,0.8741420110066732,0.7916519165039062,0.7182858085632324,0.6560748100280761,0.5989850997924804,0.8961073239644368,0.824469804763794,0.7621955871582031,0.70533039410909,0.6523569583892823
backtestResult.results.groupedByAll.profitInfo.profitMargin.positiveProportionCI_95.lowerLimit,0.33299088637034097,0.4601624250411987,0.5533462715148927,0.6169963137308756,0.6646967053413392,0.23432269732157388,0.3528061723709106,0.44665379206339517,0.5220164966583252,0.5776053746541343,0.16678272247314455,0.26404830932617196,0.3472310574849446,0.4167682711283366,0.4740974807739257,0.1258579889933268,0.20834808349609374,0.2817141914367675,0.3439251899719238,0.40101490020751945,0.10389267603556314,0.17553019523620605,0.23780441284179688,0.29466960589090985,0.3476430416107178
backtestResult.results.groupedByAll.profitInfo.profitMargin.positiveProportionCI_95.upperLimit,0.36011533578236893,0.48861522197723384,0.5815732765197754,0.6445075289408366,0.6913318157196046,0.25890793720881145,0.38026775519053135,0.47506198247273757,0.5504343700408936,0.6056140263875325,0.188610200881958,0.2895608647664387,0.3746093177795411,0.44498520533243824,0.5025857671101888,0.14541987578074136,0.23199409484863281,0.30770710150400793,0.3712497901916504,0.4290903091430663,0.12199270009994506,0.1977702816327413,0.26250553131103516,0.3209840528170268,0.37502675056457513
backtestResult.results.groupedByAll.profitInfo.profitMargin.meanCI_95.lowerLimit,-0.0010395827532262165,-0.0011542005094515072,-0.0011788862659160035,-0.001173110118446837,-0.0011602149803707413,-0.0012806815879110671,-0.0013868598993021345,-0.001396283300007831,-0.0013321627814609003,-0.0013001050303198295,-0.0013489518320715327,-0.0014740348199571455,-0.0015081510962102532,-0.0014632270151374266,-0.0014112192220621866,-0.0013926158460247082,-0.0015199336442654507,-0.0015762715563672162,-0.0015681950148559753,-0.0015020001497835784,-0.0013996797703610233,-0.0015181211702354007,-0.0016110514147023023,-0.0016269774241387007,-0.001593199239122085
backtestResult.results.groupedByAll.profitInfo.profitMargin.meanCI_95.upperLimit,-0.0009601104337434819,-0.0010468213287664458,-0.0010483464255749968,-0.0010235081737311944,-0.0009942963702835143,-0.0011693179302146419,-0.0012374173538240842,-0.001214828530604813,-0.0011238196473021857,-0.0010689735043939248,-0.0012161998440036327,-0.0012948371948965825,-0.0012897571383436617,-0.0012099420318177887,-0.0011290147724052123,-0.0012427908212444174,-0.0013156616900863562,-0.0013266964680952607,-0.0012775997396547087,-0.0011762329068803108,-0.0012341077332171458,-0.001290633860699583,-0.0013340737809231075,-0.0013043604535960766,-0.0012306463378104534
backtestResult.results.groupedByAll.profitInfo.profitMargin_noFee.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByAll.profitInfo.profitMargin_noFee.summary.mean,0.00014313096097318747,4.249130707948595e-05,2.9442567436377268e-05,4.480209252774592e-05,6.591728719373577e-05,-2.5042505664925204e-05,-0.00011209800925517251,-0.00010537676095644083,-2.7667562889780344e-05,1.5944003408453067e-05,-8.254382592910916e-05,-0.00018426893842355202,-0.0001985831246985887,-0.00013599419611990464,-6.929916779656823e-05,-0.00011759710768636736,-0.00021743085382398773,-0.00025082784776716405,-0.00022192280061534143,-0.00013787499342232616,-0.00011665205961643265,-0.00020375613334759,-0.0002715911834871029,-0.0002643608342498339,-0.00021024641627098308
backtestResult.results.groupedByAll.profitInfo.profitMargin_noFee.summary.min,-0.0038594551131776794,-0.006022604374911818,-0.00768245561886005,-0.010413660802474014,-0.013144865986087788,-0.005514298394857578,-0.006719272387278678,-0.008539990377397963,-0.010413660802474014,-0.013144865986087788,-0.006914821741458177,-0.008807504373621737,-0.008769342019202996,-0.010413660802474014,-0.013144865986087788,-0.006914821741458177,-0.008807504373621737,-0.008769342019202996,-0.010413660802474014,-0.013144865986087788,-0.006914821741458177,-0.008807504373621737,-0.008769342019202996,-0.01125602325467546,-0.013907999469640933
backtestResult.results.groupedByAll.profitInfo.profitMargin_noFee.summary.firstQuartile,-0.0009114871410176334,-0.0016249673121595158,-0.0020448696920941163,-0.0022598551087223595,-0.0020340546965887936,-0.0012499244973175555,-0.002138471895607764,-0.0029068281225212303,-0.0034562479146455207,-0.003932368706964061,-0.0013215463687283277,-0.0022699611030775036,-0.0031577589243776826,-0.003915253608806629,-0.004522992501285548,-0.001354785713711139,-0.0023531669402819325,-0.00329697117078505,-0.004144002280859798,-0.0049087295915933,-0.0013648442003114125,-0.0023949540477022587,-0.003383718681590374,-0.00429783686266913,-0.005162681289200609
backtestResult.results.groupedByAll.profitInfo.profitMargin_noFee.summary.median,-0.0003010809076174764,0,0.0012845193819634223,0.0013668483232516758,0.0014162382395547706,-0.000742247762303532,-0.001222025198962182,-0.0012081887494856886,0.0017735205081930313,0.0021121060948478855,-0.0008297561004341376,-0.0014651980777391949,-0.0019067934871063936,-0.00204616379206666,-0.0011057226057752324,-0.0008727587519479693,-0.0016006944742224687,-0.0021518405871067594,-0.002558978163226257,-0.002693302951045766,-0.0008934369197784117,-0.001661307713469562,-0.0023186975804971996,-0.0028227681532306073,-0.0031375455222226786
backtestResult.results.groupedByAll.profitInfo.profitMargin_noFee.summary.thirdQuartile,0.0014192158725796727,0.0016084933977001342,0.001705419247249931,0.0017803786486544982,0.0018236927981587613,0.0007219423198297797,0.002453705252886492,0.0028304401475635326,0.0030813474186357653,0.0032138626245068985,-0.00024032855858229055,0.0028419458143563343,0.0037430068495624687,0.0042145425674022146,0.0045142950195465196,-0.00037618867815523125,-0.0005132383030378001,0.00430980299669703,0.005099987418320984,0.005570154325711338,-0.00042854584911045633,-0.0007785120537624642,0.0012695776293743918,0.0057002961888324025,0.006408647135909881
backtestResult.results.groupedByAll.profitInfo.profitMargin_noFee.summary.max,0.010751347419266335,0.010751347419266335,0.010751347419266335,0.010751347419266335,0.010751347419266335,0.013872645054034436,0.013872645054034436,0.013872645054034436,0.013872645054034436,0.013872645054034436,0.016993942688802346,0.016993942688802346,0.016993942688802346,0.016993942688802346,0.016993942688802346,0.015686251051008935,0.015686251051008935,0.015686251051008935,0.018285245664673228,0.018285245664673228,0.015879110834378336,0.019418799223068536,0.019418799223068536,0.019418799223068536,0.019418799223068536
backtestResult.results.groupedByAll.profitInfo.profitMargin_noFee.summary.range,0.014610802532444015,0.016773951794178153,0.018433803038126386,0.021165008221740347,0.023896213405354125,0.019386943448892014,0.020591917441313112,0.022412635431432397,0.02428630585650845,0.027017511040122226,0.023908764430260524,0.025801447062424085,0.025763284708005343,0.027407603491276362,0.030138808674890133,0.022601072792467113,0.02449375542463067,0.02445559307021193,0.02869890646714724,0.03143011165076102,0.022793932575836513,0.028226303596690275,0.028188141242271533,0.030674822477743995,0.03332679869270947
backtestResult.results.groupedByAll.profitInfo.profitMargin_noFee.summary.stdDev,0.0013872559032170545,0.0018820093445644098,0.00229383121445198,0.0026327462699581024,0.0029225796648260963,0.001968461273153139,0.0026415022194377796,0.003207280946641551,0.003682457747235006,0.004085090577969315,0.0023466331448618854,0.003167599565557661,0.003860385255609896,0.004477022419088642,0.004988006607137039,0.0026485212884042202,0.0036110541347635144,0.00441183027637317,0.005136820381411686,0.005758304457386128,0.0029272503692796253,0.004021888047519947,0.004896694395571562,0.005703316316550545,0.006409013321788802
backtestResult.results.groupedByAll.profitInfo.profitMargin_noFee.negativeCount,2919,2474,2058,1761,1537,3462,3008,2570,2216,1951,3778,3434,3046,2718,2445,3972,3703,3363,3069,2795,4076,3863,3577,3308,3053
backtestResult.results.groupedByAll.profitInfo.profitMargin_noFee.positiveCount,1881,2326,2742,3039,3263,1338,1792,2230,2584,2849,1022,1366,1754,2082,2355,828,1097,1437,1731,2005,724,937,1223,1492,1747
backtestResult.results.groupedByAll.profitInfo.profitMargin_noFee.negativeProportion,0.608125,0.5154166666666666,0.42875,0.366875,0.3202083333333333,0.72125,0.6266666666666667,0.5354166666666667,0.46166666666666667,0.4064583333333333,0.7870833333333334,0.7154166666666667,0.6345833333333334,0.56625,0.509375,0.8275,0.7714583333333334,0.700625,0.639375,0.5822916666666667,0.8491666666666666,0.8047916666666667,0.7452083333333334,0.6891666666666667,0.6360416666666666
backtestResult.results.groupedByAll.profitInfo.profitMargin_noFee.positiveProportion,0.391875,0.4845833333333333,0.57125,0.633125,0.6797916666666667,0.27875,0.37333333333333335,0.46458333333333335,0.5383333333333333,0.5935416666666666,0.21291666666666667,0.28458333333333335,0.36541666666666667,0.43375,0.490625,0.1725,0.22854166666666667,0.299375,0.360625,0.41770833333333335,0.15083333333333335,0.19520833333333334,0.2547916666666667,0.31083333333333335,0.36395833333333333
backtestResult.results.groupedByAll.profitInfo.profitMargin_noFee.negativeProportionCI_95.lowerLimit,0.5941458082199096,0.5011698818206787,0.41469407081604004,0.3532185125350953,0.3070210425059,0.7083269071578979,0.6128062947591146,0.5211889425913493,0.4474896621704102,0.39251919905344634,0.7752265214920043,0.7024179728825888,0.6207802549997965,0.5520928859710694,0.4951242208480835,0.8165116596221924,0.7593130675951639,0.6874460530281066,0.6256042814254761,0.5681866248448691,0.8387263584136964,0.7932882396380108,0.7326291902860008,0.6758562310536702,0.6222456884384153
backtestResult.results.groupedByAll.profitInfo.profitMargin_noFee.negativeProportionCI_95.upperLimit,0.6219706201553346,0.5296467177073161,0.442892656326294,0.380694661140442,0.33361776749293004,0.7339038276672365,0.6403755696614584,0.5496052583058676,0.47588975270589196,0.42050984541575104,0.7985940106709799,0.7281529172261557,0.6482245667775473,0.5803308582305908,0.5236102819442747,0.8380891036987306,0.7832766882578532,0.7135572910308838,0.6529749250411987,0.5962915500005087,0.8591783396402994,0.8159228547414141,0.7574899323781332,0.7022429529825849,0.6496728881200153
backtestResult.results.groupedByAll.profitInfo.profitMargin_noFee.positiveProportionCI_95.lowerLimit,0.37802937984466556,0.4703532822926838,0.5571073436737061,0.6193053388595582,0.66638223250707,0.2660961723327636,0.35962443033854163,0.4503947416941325,0.5241102472941079,0.5794901545842488,0.2014059893290202,0.2718470827738445,0.35177543322245286,0.41966914176940917,0.47638971805572505,0.16191089630126954,0.21672331174214682,0.2864427089691163,0.3470250749588013,0.4037084499994914,0.14082166035970056,0.18407714525858565,0.2425100676218669,0.2977570470174154,0.35032711187998455
backtestResult.results.groupedByAll.profitInfo.profitMargin_noFee.positiveProportionCI_95.upperLimit,0.4058541917800903,0.49883011817932127,0.58530592918396,0.6467814874649047,0.6929789574940999,0.2916730928421021,0.3871937052408855,0.4788110574086508,0.5525103378295899,0.6074808009465533,0.22477347850799562,0.29758202711741133,0.3792197450002035,0.4479071140289307,0.5048757791519165,0.1834883403778076,0.24068693240483602,0.3125539469718933,0.3743957185745239,0.43181337515513096,0.16127364158630375,0.2067117603619894,0.2673708097139995,0.32414376894632985,0.37775431156158445
